øŒ≥Ã√˚≥∆, ±º‰, ”∆µ±‡∫≈,«È–˜±Í«©
cut_result0181120_j2c2_math_1,00:09:30,57,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:09:40,58,angry-∑ﬂ≈≠
cut_result0181120_j2c2_math_1,00:09:50,59,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:10:00,60,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:10:10,61,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:10:20,62,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:10:30,63,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:10:40,64,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:10:50,65,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:11:00,66,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:11:10,67,Delate-…æ≥˝µƒ
cut_result0181120_j2c2_math_1,00:11:20,68,Delate-…æ≥˝µƒ
cut_result0181120_j2c2_math_1,00:11:30,69,Delate-…æ≥˝µƒ
cut_result0181120_j2c2_math_1,00:11:40,70,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:11:50,71,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:12:00,72,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:12:10,73,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:12:20,74,surprised-æ™—»
cut_result0181120_j2c2_math_1,00:12:30,75,surprised-æ™—»
cut_result0181120_j2c2_math_1,00:12:40,76,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:12:50,77,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:13:00,78,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:13:10,79,disgust-—·∂Ò√Ô ”
cut_result0181120_j2c2_math_1,00:13:20,80,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:13:30,81,TS- ¶…˙ª•∂Ø
cut_result0181120_j2c2_math_1,00:13:40,82,TS- ¶…˙ª•∂Ø
cut_result0181120_j2c2_math_1,00:13:50,83,TS- ¶…˙ª•∂Ø
cut_result0181120_j2c2_math_1,00:14:00,84,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:14:10,85,surprised-æ™—»
cut_result0181120_j2c2_math_1,00:14:20,86,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:14:30,87,TS- ¶…˙ª•∂Ø
cut_result0181120_j2c2_math_1,00:14:40,88,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:14:50,89,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:15:00,90,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:15:10,91,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:15:20,92,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:15:30,93,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:15:40,94,TS- ¶…˙ª•∂Ø
cut_result0181120_j2c2_math_1,00:15:50,95,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:16:00,96,sad-±Ø…À
cut_result0181120_j2c2_math_1,00:16:10,97,Delate-…æ≥˝µƒ
cut_result0181120_j2c2_math_1,00:16:20,98,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:16:30,99,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:16:40,100,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:16:50,101,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:17:00,102,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:17:10,103,Delate-…æ≥˝µƒ
cut_result0181120_j2c2_math_1,00:17:20,104,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:17:30,105,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:17:40,106,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:17:50,107,disgust-—·∂Ò√Ô ”
cut_result0181120_j2c2_math_1,00:18:00,108,Delate-…æ≥˝µƒ
cut_result0181120_j2c2_math_1,00:18:10,109,disgust-—·∂Ò√Ô ”
cut_result0181120_j2c2_math_1,00:18:20,110,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:18:30,111,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:18:40,112,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:18:50,113,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:19:00,114,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:19:10,115,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:19:20,116,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:19:30,117,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:19:40,118,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:19:50,119,angry-∑ﬂ≈≠
cut_result0181120_j2c2_math_1,00:20:00,120,disgust-—·∂Ò√Ô ”
cut_result0181120_j2c2_math_1,00:20:10,121,angry-∑ﬂ≈≠
cut_result0181120_j2c2_math_1,00:20:20,122,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:20:30,123,TS- ¶…˙ª•∂Ø
cut_result0181120_j2c2_math_1,00:20:40,124,TS- ¶…˙ª•∂Ø
cut_result0181120_j2c2_math_1,00:20:50,125,TS- ¶…˙ª•∂Ø
cut_result0181120_j2c2_math_1,00:21:00,126,TS- ¶…˙ª•∂Ø
cut_result0181120_j2c2_math_1,00:21:10,127,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:21:20,128,Delate-…æ≥˝µƒ
cut_result0181120_j2c2_math_1,00:21:30,129,surprised-æ™—»
cut_result0181120_j2c2_math_1,00:21:40,130,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:21:50,131,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:22:00,132,TS- ¶…˙ª•∂Ø
cut_result0181120_j2c2_math_1,00:22:10,133,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:22:20,134,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:22:30,135,TS- ¶…˙ª•∂Ø
cut_result0181120_j2c2_math_1,00:22:40,136,TS- ¶…˙ª•∂Ø
cut_result0181120_j2c2_math_1,00:22:50,137,Delate-…æ≥˝µƒ
cut_result0181120_j2c2_math_1,00:23:00,138,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:23:10,139,surprised-æ™—»
cut_result0181120_j2c2_math_1,00:23:20,140,TS- ¶…˙ª•∂Ø
cut_result0181120_j2c2_math_1,00:23:30,141,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:23:40,142,TS- ¶…˙ª•∂Ø
cut_result0181120_j2c2_math_1,00:23:50,143,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:24:00,144,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:24:10,145,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:24:20,146,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:24:30,147,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:24:40,148,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:24:50,149,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:25:00,150,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:25:10,151,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:25:20,152,angry-∑ﬂ≈≠
cut_result0181120_j2c2_math_1,00:25:30,153,disgust-—·∂Ò√Ô ”
cut_result0181120_j2c2_math_1,00:25:40,154,angry-∑ﬂ≈≠
cut_result0181120_j2c2_math_1,00:25:50,155,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:26:00,156,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:26:10,157,surprised-æ™—»
cut_result0181120_j2c2_math_1,00:26:20,158,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:26:30,159,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:26:40,160,angry-∑ﬂ≈≠
cut_result0181120_j2c2_math_1,00:26:50,161,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:27:00,162,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:27:10,163,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:27:20,164,disgust-—·∂Ò√Ô ”
cut_result0181120_j2c2_math_1,00:27:30,165,Delate-…æ≥˝µƒ
cut_result0181120_j2c2_math_1,00:27:40,166,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:27:50,167,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:28:00,168,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:28:10,169,TS- ¶…˙ª•∂Ø
cut_result0181120_j2c2_math_1,00:28:20,170,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:28:30,171,angry-∑ﬂ≈≠
cut_result0181120_j2c2_math_1,00:28:40,172,angry-∑ﬂ≈≠
cut_result0181120_j2c2_math_1,00:28:50,173,angry-∑ﬂ≈≠
cut_result0181120_j2c2_math_1,00:29:00,174,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:29:10,175,disgust-—·∂Ò√Ô ”
cut_result0181120_j2c2_math_1,00:29:20,176,Delate-…æ≥˝µƒ
cut_result0181120_j2c2_math_1,00:29:30,177,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:29:40,178,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:29:50,179,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:30:00,180,surprised-æ™—»
cut_result0181120_j2c2_math_1,00:30:10,181,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:30:20,182,TS- ¶…˙ª•∂Ø
cut_result0181120_j2c2_math_1,00:30:30,183,TS- ¶…˙ª•∂Ø
cut_result0181120_j2c2_math_1,00:30:40,184,TS- ¶…˙ª•∂Ø
cut_result0181120_j2c2_math_1,00:30:50,185,surprised-æ™—»
cut_result0181120_j2c2_math_1,00:31:00,186,TS- ¶…˙ª•∂Ø
cut_result0181120_j2c2_math_1,00:31:10,187,surprised-æ™—»
cut_result0181120_j2c2_math_1,00:31:20,188,TS- ¶…˙ª•∂Ø
cut_result0181120_j2c2_math_1,00:31:30,189,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:31:40,190,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:31:50,191,angry-∑ﬂ≈≠
cut_result0181120_j2c2_math_1,00:32:00,192,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:32:10,193,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:32:20,194,angry-∑ﬂ≈≠
cut_result0181120_j2c2_math_1,00:32:30,195,angry-∑ﬂ≈≠
cut_result0181120_j2c2_math_1,00:32:40,196,Delate-…æ≥˝µƒ
cut_result0181120_j2c2_math_1,00:32:50,197,surprised-æ™—»
cut_result0181120_j2c2_math_1,00:33:00,198,Delate-…æ≥˝µƒ
cut_result0181120_j2c2_math_1,00:33:10,199,fear-ø÷æÂµ£”«
cut_result0181120_j2c2_math_1,00:33:20,200,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:33:30,201,fear-ø÷æÂµ£”«
cut_result0181120_j2c2_math_1,00:33:40,202,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:33:50,203,surprised-æ™—»
cut_result0181120_j2c2_math_1,00:34:00,204,surprised-æ™—»
cut_result0181120_j2c2_math_1,00:34:10,205,surprised-æ™—»
cut_result0181120_j2c2_math_1,00:34:20,206,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:34:30,207,surprised-æ™—»
cut_result0181120_j2c2_math_1,00:34:40,208,TS- ¶…˙ª•∂Ø
cut_result0181120_j2c2_math_1,00:34:50,209,TS- ¶…˙ª•∂Ø
cut_result0181120_j2c2_math_1,00:35:00,210,TS- ¶…˙ª•∂Ø
cut_result0181120_j2c2_math_1,00:35:10,211,surprised-æ™—»
cut_result0181120_j2c2_math_1,00:35:20,212,TS- ¶…˙ª•∂Ø
cut_result0181120_j2c2_math_1,00:35:30,213,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:35:40,214,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:35:50,215,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:36:00,216,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:36:10,217,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:36:20,218,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:36:30,219,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:36:40,220,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:36:50,221,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:37:00,222,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:37:10,223,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:37:20,224,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:37:30,225,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:37:40,226,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:37:50,227,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:38:00,228,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:38:10,229,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:38:20,230,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:38:30,231,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:38:40,232,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:38:50,233,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:39:00,234,TS- ¶…˙ª•∂Ø
cut_result0181120_j2c2_math_1,00:39:10,235,Delate-…æ≥˝µƒ
cut_result0181120_j2c2_math_1,00:39:20,236,Delate-…æ≥˝µƒ
cut_result0181120_j2c2_math_1,00:39:30,237,Delate-…æ≥˝µƒ
cut_result0181120_j2c2_math_1,00:39:40,238,Delate-…æ≥˝µƒ
cut_result0181120_j2c2_math_1,00:39:50,239,Delate-…æ≥˝µƒ
cut_result0181120_j2c2_math_1,00:40:00,240,Delate-…æ≥˝µƒ
cut_result0181120_j2c2_math_1,00:40:10,241,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:40:20,242,TS- ¶…˙ª•∂Ø
cut_result0181120_j2c2_math_1,00:40:30,243,TS- ¶…˙ª•∂Ø
cut_result0181120_j2c2_math_1,00:40:40,244,angry-∑ﬂ≈≠
cut_result0181120_j2c2_math_1,00:40:50,245,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:41:00,246,TS- ¶…˙ª•∂Ø
cut_result0181120_j2c2_math_1,00:41:10,247,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:41:20,248,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:41:30,249,TS- ¶…˙ª•∂Ø
cut_result0181120_j2c2_math_1,00:41:40,250,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:41:50,251,TS- ¶…˙ª•∂Ø
cut_result0181120_j2c2_math_1,00:42:00,252,angry-∑ﬂ≈≠
cut_result0181120_j2c2_math_1,00:42:10,253,surprised-æ™—»
cut_result0181120_j2c2_math_1,00:42:20,254,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:42:30,255,angry-∑ﬂ≈≠
cut_result0181120_j2c2_math_1,00:42:40,256,angry-∑ﬂ≈≠
cut_result0181120_j2c2_math_1,00:42:50,257,angry-∑ﬂ≈≠
cut_result0181120_j2c2_math_1,00:43:00,258,surprised-æ™—»
cut_result0181120_j2c2_math_1,00:43:10,259,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:43:20,260,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:43:30,261,angry-∑ﬂ≈≠
cut_result0181120_j2c2_math_1,00:43:40,262,angry-∑ﬂ≈≠
cut_result0181120_j2c2_math_1,00:43:50,263,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:44:00,264,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:44:10,265,angry-∑ﬂ≈≠
cut_result0181120_j2c2_math_1,00:44:20,266,TS- ¶…˙ª•∂Ø
cut_result0181120_j2c2_math_1,00:44:30,267,TS- ¶…˙ª•∂Ø
cut_result0181120_j2c2_math_1,00:44:40,268,surprised-æ™—»
cut_result0181120_j2c2_math_1,00:44:50,269,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:45:00,270,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:45:10,271,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:45:20,272,angry-∑ﬂ≈≠
cut_result0181120_j2c2_math_1,00:45:30,273,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:45:40,274,TS- ¶…˙ª•∂Ø
cut_result0181120_j2c2_math_1,00:45:50,275,happy-œ≤‘√
cut_result0181120_j2c2_math_1,00:46:00,276,surprised-æ™—»
cut_result0181120_j2c2_math_1,00:46:10,277,TS- ¶…˙ª•∂Ø
cut_result0181120_j2c2_math_1,00:46:20,278,TS- ¶…˙ª•∂Ø
cut_result0181120_j2c2_math_1,00:46:30,279,surprised-æ™—»
cut_result0181120_j2c2_math_1,00:46:40,280,surprised-æ™—»
cut_result0181120_j2c2_math_1,00:46:50,281,happy-œ≤‘√
